Data,Ticker,MarketCap,P/VP,Price,Rf
6/1/2009,TUPY3,772.01,0.89,4.08,0.00
6/1/2009,UGPA3,"10,730.81",0.00,0.00,0.00
6/1/2009,UCAS3,0.00,0.00,0.00,0.00
6/1/2009,UNIP6,"1,297.86",0.00,3.52,0.00
6/1/2009,USIM5,"24,553.50",1.54,20.82,0.00
6/1/2009,VALE3,"243,203.60",2.70,25.52,0.00
6/1/2009,VLID3,959.00,2.52,10.07,0.00
6/1/2009,VIIA3,"1,906.60",2.97,3.53,0.00
6/1/2009,VULC3,"1,898.40",4.34,25.18,0.00
6/1/2009,WEGE3,"11,424.65",4.84,2.09,0.00
6/1/2009,PORT3,0.00,2.07,13.12,0.00
6/1/2009,YDUQ3,"1,948.91",4.25,5.89,0.00
6/1/2010,AESB3,0.00,0.00,0.00,0.00
6/1/2010,AALR3,0.00,0.00,0.00,0.00
6/1/2010,ALPA4,"3,688.04",2.87,4.76,0.00
6/1/2010,ALUP11,0.00,0.00,0.00,0.00
6/1/2010,ABEV3,"144,362.37",5.53,5.98,0.00
6/1/2010,AMER3,"3,473.91",15.38,26.24,0.00
6/1/2010,ANIM3,0.00,0.00,0.00,0.00
6/1/2010,ARZZ3,0.00,0.00,0.00,0.00
6/1/2010,AZEV4,0.00,0.00,0.00,0.00
6/1/2010,BLUT4,38.71,0.00,"4,167.18",0.00
6/1/2010,BRAP3,"15,224.51",2.27,8.28,0.00
6/1/2010,BRAP4,"15,224.51",2.23,8.44,0.00
6/1/2010,AGRO3,642.65,1.43,7.15,0.00
6/1/2010,BRKM5,"15,133.03",1.57,12.41,0.00
