Close;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data;AESB3;AALR3;ALPA4;ALUP11;ABEV3;AMER3;ANIM3;ARZZ3;AZEV4;BLUT4;BRAP3;BRAP4;AGRO3;BRKM5;BRFS3;CCRO3;CLSC4;CMIG4;CESP6;COCE5;COGN3;CGAS5;CSMG3;CPLE6;CSAN3;CPFE3;CRPG5;CARD3;CVCB3;CYRE3;DASA3;DXCO3;DEXP3;PNVL3;DIRR3;ECOR3;ELET3;EMBR3;ENAT3;ENBR3;ENGI11;ENEV3;EGIE3;EQTL3;ETER3;EUCA4;EVEN3;EZTC3;FHER3;FESA4;FLRY3;FRAS3;GFSA3;GGBR4;GOAU4;GRND3;NTCO3;GUAR3;HBOR3;HYPE3;PARD3;MEAL3;ROMI3;MYPK3;RANI3;JBSS3;JHSF3;KEPL3;KLBN11;LIGT3;RENT3;LCAM3;LOGN3;AMAR3;LREN3;LUPA3;MDIA3;MGLU3;POMO4;MRFG3;LEVE3;MILS3;BEEF3;MOVI3;MRVE3;ODPV3;OIBR3;OFSA3;PCAR3;PETR4;PRIO3;PTBL3;POSI3;PFRM3;QUAL3;RADL3;RAPT4;RAIL3;SBSP3;SAPR4;STBP3;SMTO3;SHUL4;SEER3;CSNA3;SQIA3;SLCE3;SGPS3;TAEE11;TASA4;TECN3;TCSA3;TGMA3;TELB4;VIVT3;LAND3;TIMS3;SHOW3;TOTS3;TRPL4;TRIS3;TPIS3;TUPY3;UGPA3;UCAS3;UNIP6;USIM5;VALE3;VLID3;VIIA3;VULC3;WEGE3;PORT3;YDUQ3;
01/06/2005;;; R$ 1,39 ;; R$ 1,70 ;;;; R$ 0,12 ; R$ 16.821,01 ; R$ 2,37 ; R$ 2,44 ;; R$ 10,45 ; R$ 9,43 ; R$ 2,34 ; R$ 11,33 ; R$ 2,50 ;; R$ 4,34 ;; R$ 4,67 ;; R$ 0,75 ; R$ 3,55 ; R$ 5,66 ; R$ 5,98 ;;; R$ 8,79 ; R$ 9,80 ;; R$ 1,23 ; R$ 0,51 ;;; R$ 7,47 ; R$ 14,25 ;; R$ 3,87 ;;; R$ 4,53 ;; R$ 2,73 ; R$ 0,77 ;;;; R$ 1,54 ;;;; R$ 8,54 ; R$ 9,24 ; R$ 1,02 ; R$ 6,18 ; R$ 6,03 ;;;;; R$ 2,93 ; R$ 3,52 ; R$ 0,31 ;;; R$ 296,53 ;; R$ 6,19 ; R$ 2,02 ;;;; R$ 1,58 ;;;; R$ 0,40 ;; R$ 4,56 ;;;;;; R$ 67,79 ;; R$ 23,52 ; R$ 9,81 ;; R$ 1,32 ;;;; R$ 0,04 ; R$ 2,68 ;; R$ 4,07 ; R$ 0,25 ;;; R$ 0,30 ;; R$ 3,96 ;;;;; R$ 4,82 ;;;; R$ 4,96 ; R$ 8,74 ;; R$ 4,42 ;;; R$ 1,72 ;;; R$ 2,24 ;;; R$ 3,89 ; R$ 8,30 ; R$ 11,18 ;;; R$ 0,89 ; R$ 0,74 ;;;
01/06/2006;;; R$ 2,55 ;; R$ 2,20 ;;;; R$ 0,14 ; R$ 11.980,90 ; R$ 4,19 ; R$ 4,34 ; R$ 6,49 ; R$ 8,67 ; R$ 12,94 ; R$ 3,82 ; R$ 14,47 ; R$ 3,06 ; R$ 11,54 ; R$ 8,08 ;; R$ 7,20 ; R$ 3,76 ; R$ 1,07 ; R$ 6,99 ; R$ 6,57 ; R$ 5,05 ; R$ 6,82 ;; R$ 11,33 ; R$ 10,29 ;; R$ 1,31 ; R$ 0,85 ;;; R$ 10,10 ; R$ 17,83 ;; R$ 4,82 ;;; R$ 5,89 ;; R$ 6,23 ; R$ 1,44 ;;;; R$ 1,63 ;; R$ 1,53 ; R$ 90,94 ; R$ 11,84 ; R$ 13,24 ; R$ 1,09 ; R$ 9,35 ; R$ 9,49 ;;;;; R$ 6,98 ; R$ 4,35 ; R$ 0,27 ;;; R$ 204,14 ;; R$ 9,28 ; R$ 4,61 ;;;; R$ 3,33 ; R$ 5.306,82 ; R$ 6,29 ;; R$ 0,86 ;;;;;;; R$ 1,45 ; R$ 110,90 ;; R$ 26,46 ; R$ 13,82 ;; R$ 1,52 ; R$ 17,86 ; R$ 23,38 ;; R$ 0,28 ; R$ 3,43 ;; R$ 7,91 ; R$ 0,36 ;;; R$ 0,54 ;; R$ 5,73 ;;;; R$ 1,55 ; R$ 14,16 ;;;; R$ 4,25 ; R$ 12,94 ; R$ 570,03 ; R$ 9,15 ;; R$ 2,36 ; R$ 2,05 ;;; R$ 4,90 ;;; R$ 3,57 ; R$ 12,85 ; R$ 15,26 ; R$ 8,25 ; R$ 2,89 ; R$ 1,86 ; R$ 1,36 ;;;
01/06/2007;;; R$ 2,57 ;; R$ 3,00 ; R$ 58,45 ;;;; R$ 9.507,96 ; R$ 8,79 ; R$ 8,34 ; R$ 6,49 ; R$ 8,41 ; R$ 19,35 ; R$ 3,79 ; R$ 18,89 ; R$ 3,04 ; R$ 20,05 ; R$ 8,39 ;; R$ 8,55 ; R$ 4,76 ; R$ 1,19 ; R$ 3,30 ; R$ 8,14 ; R$ 6,52 ; R$ 3,60 ;; R$ 15,32 ; R$ 8,32 ; R$ 4,74 ; R$ 3,12 ; R$ 1,70 ;;; R$ 9,52 ; R$ 16,63 ;; R$ 4,35 ;; R$ 169,97 ; R$ 7,47 ;; R$ 7,39 ; R$ 6,81 ; R$ 11,41 ; R$ 3,68 ; R$ 19,59 ; R$ 2,99 ;; R$ 2,13 ; R$ 94,79 ; R$ 18,17 ; R$ 22,27 ; R$ 1,07 ; R$ 5,48 ; R$ 5,70 ; R$ 8,76 ;;;; R$ 10,29 ; R$ 12,36 ; R$ 1,53 ; R$ 4,89 ; R$ 3,59 ; R$ 10,61 ;; R$ 12,44 ; R$ 4,30 ;; R$ 57,07 ; R$ 5,82 ; R$ 3,97 ; R$ 9.983,83 ; R$ 6,34 ;; R$ 1,08 ; R$ 12,94 ; R$ 7,73 ;; R$ 7,97 ;; R$ 6,44 ; R$ 1,90 ; R$ 127,34 ;; R$ 26,86 ; R$ 25,44 ;; R$ 2,01 ; R$ 34,04 ; R$ 28,64 ;; R$ 0,81 ; R$ 6,28 ;; R$ 9,11 ; R$ 0,37 ;; R$ 5,19 ; R$ 1,46 ;; R$ 14,72 ;; R$ 5,05 ; R$ 85,04 ; R$ 2,20 ; R$ 41,56 ;; R$ 76,45 ; R$ 12,80 ; R$ 58,08 ; R$ 14,14 ; R$ 332,84 ; R$ 6,22 ;; R$ 2,99 ; R$ 3,04 ; R$ 3,45 ; R$ 4,97 ; R$ 4,60 ; R$ 4,83 ;; R$ 4,51 ; R$ 20,79 ; R$ 28,82 ; R$ 8,00 ; R$ 7,00 ; R$ 17,73 ; R$ 2,70 ; R$ 15,01 ; R$ 5,21 ;
01/06/2008;;; R$ 0,98 ;; R$ 2,13 ; R$ 19,63 ;;; R$ 2,11 ; R$ 2.293,05 ; R$ 3,28 ; R$ 3,51 ; R$ 4,48 ; R$ 3,38 ; R$ 13,21 ; R$ 3,44 ; R$ 15,78 ; R$ 3,19 ; R$ 7,01 ; R$ 10,01 ;; R$ 7,62 ; R$ 2,99 ; R$ 1,11 ; R$ 1,82 ; R$ 7,86 ; R$ 2,58 ; R$ 1,44 ;; R$ 5,83 ; R$ 5,10 ; R$ 1,54 ; R$ 1,38 ; R$ 0,82 ;;; R$ 10,47 ; R$ 7,51 ;; R$ 3,56 ;; R$ 23,13 ; R$ 7,10 ; R$ 0,80 ; R$ 6,20 ; R$ 2,20 ; R$ 1,97 ; R$ 0,99 ; R$ 3,56 ; R$ 3,36 ;; R$ 1,76 ; R$ 30,15 ; R$ 10,92 ; R$ 13,17 ; R$ 0,68 ; R$ 6,47 ; R$ 1,64 ; R$ 2,12 ; R$ 5,05 ;;; R$ 3,70 ; R$ 2,55 ; R$ 0,81 ; R$ 4,02 ; R$ 1,05 ; R$ 4,68 ;; R$ 10,75 ; R$ 1,65 ;; R$ 21,25 ; R$ 2,38 ; R$ 1,80 ; R$ 3.895,36 ; R$ 5,11 ;; R$ 0,52 ; R$ 6,36 ;;; R$ 1,36 ;; R$ 1,66 ; R$ 1,01 ; R$ 234,56 ;; R$ 23,54 ; R$ 13,71 ;; R$ 0,69 ; R$ 5,63 ; R$ 4,24 ;; R$ 0,58 ; R$ 2,36 ;; R$ 6,32 ; R$ 0,21 ;; R$ 2,35 ; R$ 0,81 ;; R$ 8,36 ;; R$ 4,30 ; R$ 14,42 ; R$ 1,65 ; R$ 15,26 ;; R$ 23,17 ; R$ 2,77 ; R$ 27,62 ; R$ 12,58 ; R$ 28,98 ; R$ 3,63 ;; R$ 1,94 ; R$ 3,68 ; R$ 0,83 ; R$ 0,72 ; R$ 3,13 ; R$ 4,85 ;; R$ 1,92 ; R$ 10,77 ; R$ 13,91 ; R$ 5,53 ; R$ 1,15 ; R$ 16,58 ; R$ 1,38 ; R$ 6,45 ; R$ 2,92 ;
01/06/2009;;; R$ 2,47 ;; R$ 3,89 ; R$ 39,71 ;;;; R$ 4.586,10 ; R$ 7,36 ; R$ 7,33 ; R$ 6,83 ; R$ 8,58 ; R$ 20,26 ; R$ 6,11 ; R$ 16,88 ; R$ 4,19 ; R$ 11,32 ; R$ 15,90 ;; R$ 8,43 ; R$ 5,62 ; R$ 1,81 ; R$ 4,15 ; R$ 9,95 ; R$ 6,72 ; R$ 5,30 ;; R$ 15,75 ; R$ 13,03 ; R$ 6,70 ; R$ 1,45 ; R$ 1,70 ; R$ 6,50 ;; R$ 15,51 ; R$ 8,32 ;; R$ 5,67 ;; R$ 76,63 ; R$ 8,58 ; R$ 1,76 ; R$ 12,45 ; R$ 3,81 ; R$ 5,95 ; R$ 3,75 ; R$ 10,70 ; R$ 6,21 ; R$ 6,00 ;; R$ 82,03 ; R$ 21,39 ; R$ 23,27 ; R$ 1,72 ; R$ 13,06 ; R$ 6,89 ; R$ 10,25 ; R$ 15,15 ;;; R$ 5,77 ; R$ 8,65 ; R$ 0,73 ; R$ 7,61 ; R$ 2,62 ; R$ 11,24 ;; R$ 14,36 ; R$ 4,56 ;; R$ 37,07 ; R$ 8,39 ; R$ 4,57 ; R$ 4.517,68 ; R$ 10,98 ;; R$ 1,16 ; R$ 16,64 ;;; R$ 4,71 ;; R$ 7,29 ; R$ 3,05 ; R$ 116,27 ;; R$ 42,05 ; R$ 22,74 ;; R$ 0,97 ; R$ 18,62 ; R$ 13,48 ;; R$ 1,66 ; R$ 6,16 ;; R$ 8,35 ; R$ 0,39 ;; R$ 4,41 ; R$ 1,24 ;; R$ 17,37 ;; R$ 5,05 ; R$ 18,36 ; R$ 3,09 ; R$ 29,16 ;; R$ 72,64 ; R$ 10,51 ; R$ 69,29 ; R$ 14,00 ; R$ 72,58 ; R$ 5,29 ;; R$ 6,32 ; R$ 4,96 ; R$ 2,09 ; R$ 4,12 ; R$ 4,08 ;;; R$ 3,52 ; R$ 20,82 ; R$ 25,52 ; R$ 10,07 ; R$ 3,53 ; R$ 25,18 ; R$ 2,09 ; R$ 13,12 ; R$ 5,89 ;
01/06/2010;;; R$ 4,76 ;; R$ 5,98 ; R$ 26,24 ;;;; R$ 4.167,18 ; R$ 8,28 ; R$ 8,44 ; R$ 7,15 ; R$ 12,41 ; R$ 24,69 ; R$ 7,53 ; R$ 19,78 ; R$ 4,29 ; R$ 12,87 ; R$ 16,13 ;; R$ 11,22 ; R$ 5,22 ; R$ 2,06 ; R$ 4,56 ; R$ 12,50 ; R$ 6,41 ; R$ 4,36 ;; R$ 14,37 ; R$ 20,70 ; R$ 7,51 ; R$ 1,18 ; R$ 2,68 ; R$ 7,75 ; R$ 8,42 ; R$ 13,48 ; R$ 10,65 ;; R$ 7,05 ;; R$ 89,70 ; R$ 11,35 ; R$ 1,63 ; R$ 18,93 ; R$ 5,69 ; R$ 6,14 ; R$ 6,40 ; R$ 9,27 ; R$ 7,28 ; R$ 8,82 ; R$ 1,78 ; R$ 70,67 ; R$ 16,91 ; R$ 18,21 ; R$ 1,68 ; R$ 17,86 ; R$ 7,61 ; R$ 17,71 ; R$ 17,07 ;;; R$ 7,43 ; R$ 16,63 ; R$ 0,89 ; R$ 5,87 ; R$ 2,60 ; R$ 10,92 ;; R$ 16,48 ; R$ 6,40 ;; R$ 45,35 ; R$ 19,69 ; R$ 6,76 ; R$ 3.208,14 ; R$ 10,48 ;; R$ 2,54 ; R$ 13,52 ;; R$ 19,17 ; R$ 5,64 ;; R$ 8,29 ; R$ 5,78 ; R$ 67,59 ;; R$ 52,61 ; R$ 17,52 ; R$ 31,80 ; R$ 1,36 ; R$ 8,38 ; R$ 12,81 ;; R$ 2,43 ; R$ 7,48 ;; R$ 10,89 ; R$ 0,45 ;; R$ 6,98 ; R$ 2,24 ;; R$ 17,09 ;; R$ 6,85 ; R$ 21,24 ; R$ 2,62 ; R$ 23,49 ;; R$ 79,01 ; R$ 18,27 ; R$ 117,33 ; R$ 16,20 ; R$ 66,59 ; R$ 5,04 ;; R$ 9,23 ; R$ 5,86 ; R$ 2,57 ; R$ 7,24 ; R$ 8,37 ; R$ 4,44 ;; R$ 1,76 ; R$ 16,55 ; R$ 29,02 ; R$ 11,20 ; R$ 4,47 ; R$ 26,92 ; R$ 2,55 ; R$ 20,03 ; R$ 6,53 ;
01/06/2011;;; R$ 5,63 ;; R$ 7,83 ; R$ 7,59 ;; R$ 17,94 ; R$ 4,90 ; R$ 1.970,68 ; R$ 6,85 ; R$ 6,46 ; R$ 6,28 ; R$ 8,09 ; R$ 33,68 ; R$ 8,16 ; R$ 18,91 ; R$ 5,88 ; R$ 16,14 ; R$ 22,44 ;; R$ 13,31 ; R$ 6,44 ; R$ 2,02 ; R$ 4,56 ; R$ 16,75 ; R$ 8,86 ; R$ 3,19 ;; R$ 9,96 ; R$ 14,35 ; R$ 4,62 ; R$ 2,05 ; R$ 3,27 ; R$ 5,59 ; R$ 9,54 ; R$ 11,28 ; R$ 10,83 ; R$ 10,00 ; R$ 8,03 ;; R$ 170,60 ; R$ 13,19 ; R$ 2,09 ; R$ 15,39 ; R$ 5,43 ; R$ 4,55 ; R$ 7,38 ; R$ 11,10 ; R$ 4,62 ; R$ 7,15 ; R$ 1,77 ; R$ 24,77 ; R$ 11,05 ; R$ 12,51 ; R$ 1,49 ; R$ 14,23 ; R$ 7,93 ; R$ 18,16 ; R$ 6,48 ;;; R$ 3,60 ; R$ 18,03 ; R$ 0,68 ; R$ 4,98 ; R$ 4,30 ; R$ 7,18 ;; R$ 20,57 ; R$ 6,18 ;; R$ 29,91 ; R$ 13,80 ; R$ 6,01 ; R$ 740,47 ; R$ 13,12 ; R$ 0,27 ; R$ 2,71 ; R$ 7,51 ; R$ 8,22 ; R$ 16,67 ; R$ 4,32 ;; R$ 5,75 ; R$ 6,27 ; R$ 52,43 ;;; R$ 14,31 ; R$ 11,36 ; R$ 1,18 ; R$ 5,16 ; R$ 8,96 ; R$ 9,58 ; R$ 2,37 ; R$ 5,36 ;; R$ 13,30 ; R$ 0,74 ;; R$ 4,46 ; R$ 2,52 ;; R$ 10,13 ;; R$ 4,86 ; R$ 12,47 ; R$ 4,10 ; R$ 12,71 ; R$ 13,25 ; R$ 73,21 ; R$ 19,23 ; R$ 161,68 ; R$ 22,20 ; R$ 21,31 ; R$ 7,00 ; R$ 10,64 ; R$ 9,25 ; R$ 6,92 ; R$ 1,07 ; R$ 7,12 ; R$ 9,57 ; R$ 12,34 ;; R$ 0,88 ; R$ 8,83 ; R$ 22,03 ; R$ 13,83 ; R$ 3,55 ; R$ 7,47 ; R$ 2,26 ; R$ 16,12 ; R$ 4,44 ;
01/06/2012;;; R$ 7,67 ;; R$ 12,49 ; R$ 14,34 ;; R$ 31,00 ; R$ 4,64 ; R$ 1.391,07 ; R$ 6,28 ; R$ 7,08 ; R$ 6,50 ; R$ 8,45 ; R$ 39,16 ; R$ 13,43 ; R$ 15,10 ; R$ 6,07 ; R$ 9,88 ; R$ 32,34 ; R$ 4,87 ; R$ 18,38 ; R$ 8,68 ; R$ 1,67 ; R$ 7,19 ; R$ 14,59 ; R$ 15,30 ; R$ 3,02 ;; R$ 12,23 ; R$ 12,24 ; R$ 7,91 ; R$ 0,62 ; R$ 8,44 ; R$ 8,52 ; R$ 12,08 ; R$ 4,36 ; R$ 13,53 ; R$ 7,95 ; R$ 7,68 ;; R$ 154,75 ; R$ 15,68 ; R$ 3,20 ; R$ 15,22 ; R$ 6,70 ; R$ 7,14 ; R$ 12,31 ; R$ 10,42 ; R$ 7,17 ; R$ 7,78 ; R$ 3,49 ; R$ 28,32 ; R$ 13,90 ; R$ 16,29 ; R$ 3,47 ; R$ 24,04 ; R$ 11,74 ; R$ 34,40 ; R$ 12,66 ;;; R$ 2,47 ; R$ 20,26 ; R$ 1,24 ; R$ 4,91 ; R$ 6,99 ; R$ 7,77 ;; R$ 17,49 ; R$ 9,18 ; R$ 2,78 ; R$ 37,28 ; R$ 26,62 ; R$ 10,25 ; R$ 325,75 ; R$ 21,77 ; R$ 0,35 ; R$ 5,07 ; R$ 7,45 ; R$ 15,33 ; R$ 32,25 ; R$ 9,60 ;; R$ 6,70 ; R$ 7,85 ; R$ 59,25 ;;; R$ 13,32 ; R$ 4,73 ; R$ 3,03 ; R$ 4,50 ; R$ 12,28 ; R$ 12,13 ; R$ 4,24 ; R$ 8,14 ;; R$ 23,12 ; R$ 1,53 ;; R$ 7,57 ; R$ 2,09 ;; R$ 8,58 ;; R$ 6,44 ; R$ 11,64 ; R$ 7,96 ; R$ 26,22 ; R$ 21,60 ; R$ 60,69 ; R$ 27,05 ; R$ 75,83 ; R$ 21,65 ; R$ 28,91 ; R$ 6,34 ; R$ 7,38 ; R$ 11,45 ; R$ 4,17 ; R$ 1,08 ; R$ 9,81 ; R$ 17,73 ; R$ 18,29 ; R$ 7,71 ; R$ 1,22 ; R$ 11,21 ; R$ 24,98 ; R$ 30,56 ; R$ 4,13 ; R$ 4,31 ; R$ 3,34 ; R$ 20,63 ; R$ 10,39 ;
01/06/2013;;; R$ 8,45 ; R$ 10,24 ; R$ 13,12 ; R$ 12,88 ; R$ 6,59 ; R$ 23,77 ; R$ 3,70 ; R$ 185,25 ; R$ 4,41 ; R$ 5,70 ; R$ 6,21 ; R$ 13,87 ; R$ 46,38 ; R$ 12,78 ; R$ 10,29 ; R$ 6,05 ; R$ 12,22 ; R$ 31,94 ; R$ 8,43 ; R$ 18,63 ; R$ 7,61 ; R$ 1,72 ; R$ 6,93 ; R$ 13,56 ; R$ 11,51 ; R$ 2,25 ; R$ 12,05 ; R$ 10,13 ; R$ 13,59 ; R$ 7,87 ; R$ 1,86 ; R$ 6,78 ; R$ 7,40 ; R$ 10,86 ; R$ 4,37 ; R$ 17,93 ; R$ 5,93 ; R$ 7,31 ;; R$ 42,69 ; R$ 18,11 ; R$ 4,01 ; R$ 17,89 ; R$ 5,95 ; R$ 6,37 ; R$ 14,24 ; R$ 7,00 ; R$ 7,72 ; R$ 6,39 ; R$ 4,69 ; R$ 23,14 ; R$ 14,41 ; R$ 16,89 ; R$ 3,98 ; R$ 17,66 ; R$ 10,45 ; R$ 28,90 ; R$ 13,59 ;;; R$ 3,18 ; R$ 19,81 ; R$ 2,79 ; R$ 7,25 ; R$ 3,55 ; R$ 27,08 ;; R$ 18,18 ; R$ 8,93 ; R$ 1,62 ; R$ 35,76 ; R$ 15,28 ; R$ 8,06 ; R$ 134,25 ; R$ 28,16 ; R$ 0,22 ; R$ 4,05 ; R$ 3,52 ; R$ 17,63 ; R$ 31,80 ; R$ 9,82 ;; R$ 4,90 ; R$ 7,47 ; R$ 26,94 ;;; R$ 12,12 ; R$ 0,91 ; R$ 3,45 ; R$ 2,61 ; R$ 15,93 ; R$ 12,87 ; R$ 2,73 ; R$ 7,53 ;; R$ 21,65 ; R$ 1,21 ;; R$ 7,85 ; R$ 2,78 ; R$ 18,73 ; R$ 11,49 ; R$ 2,54 ; R$ 6,68 ; R$ 7,12 ; R$ 7,38 ; R$ 20,83 ; R$ 14,02 ; R$ 67,47 ; R$ 14,44 ; R$ 25,40 ; R$ 21,71 ; R$ 26,88 ; R$ 9,90 ; R$ 5,08 ; R$ 10,66 ; R$ 3,57 ; R$ 1,48 ; R$ 7,84 ; R$ 15,22 ; R$ 22,67 ; R$ 4,19 ; R$ 1,64 ; R$ 12,44 ; R$ 22,25 ; R$ 22,35 ; R$ 7,23 ; R$ 2,50 ; R$ 3,96 ; R$ 20,30 ; R$ 15,34 ;
01/06/2014;;; R$ 4,67 ; R$ 12,60 ; R$ 12,98 ; R$ 21,06 ; R$ 11,04 ; R$ 22,08 ; R$ 4,44 ; R$ 55,95 ; R$ 2,84 ; R$ 3,57 ; R$ 5,97 ; R$ 12,00 ; R$ 60,73 ; R$ 11,60 ; R$ 9,10 ; R$ 7,02 ; R$ 16,39 ; R$ 30,91 ; R$ 13,81 ; R$ 16,18 ; R$ 5,32 ; R$ 2,18 ; R$ 5,76 ; R$ 13,83 ; R$ 4,11 ; R$ 2,32 ; R$ 12,38 ; R$ 8,03 ; R$ 10,48 ; R$ 5,47 ; R$ 1,55 ; R$ 6,67 ; R$ 5,31 ; R$ 8,79 ; R$ 4,56 ; R$ 23,57 ; R$ 4,44 ; R$ 6,40 ;; R$ 5,70 ; R$ 17,87 ; R$ 4,88 ; R$ 14,70 ; R$ 2,84 ; R$ 4,43 ; R$ 11,14 ; R$ 5,27 ; R$ 5,23 ; R$ 6,14 ; R$ 3,10 ; R$ 14,76 ; R$ 7,67 ; R$ 8,31 ; R$ 3,56 ; R$ 14,29 ; R$ 8,44 ; R$ 18,83 ; R$ 12,82 ;;; R$ 1,54 ; R$ 9,36 ; R$ 2,87 ; R$ 9,36 ; R$ 1,99 ; R$ 34,38 ; R$ 11,69 ; R$ 15,40 ; R$ 9,72 ; R$ 1,03 ; R$ 14,83 ; R$ 12,00 ; R$ 10,32 ; R$ 31,38 ; R$ 25,97 ; R$ 0,23 ; R$ 2,74 ; R$ 5,36 ; R$ 14,82 ; R$ 9,27 ; R$ 8,46 ;; R$ 4,55 ; R$ 7,84 ; R$ 6,83 ; R$ 28,70 ;; R$ 7,56 ; R$ 0,46 ; R$ 3,45 ; R$ 1,98 ; R$ 7,74 ; R$ 15,90 ; R$ 4,74 ; R$ 4,07 ;; R$ 14,45 ; R$ 1,12 ;; R$ 10,01 ; R$ 1,47 ; R$ 23,87 ; R$ 4,59 ; R$ 1,97 ; R$ 4,71 ; R$ 2,56 ; R$ 8,87 ; R$ 4,29 ; R$ 6,95 ; R$ 30,75 ; R$ 12,92 ; R$ 11,37 ; R$ 23,30 ; R$ 8,47 ; R$ 9,72 ; R$ 2,71 ; R$ 10,40 ; R$ 5,79 ; R$ 1,16 ; R$ 6,36 ; R$ 13,20 ; R$ 21,41 ; R$ 1,86 ; R$ 1,52 ; R$ 4,42 ; R$ 14,56 ; R$ 30,56 ; R$ 6,55 ; R$ 1,15 ; R$ 5,18 ; R$ 21,57 ; R$ 18,05 ;
01/06/2015;;; R$ 5,15 ; R$ 9,98 ; R$ 14,75 ; R$ 14,29 ; R$ 4,44 ; R$ 17,86 ; R$ 3,51 ; R$ 45,00 ; R$ 1,19 ; R$ 1,38 ; R$ 8,11 ; R$ 19,94 ; R$ 53,89 ; R$ 9,90 ; R$ 7,52 ; R$ 3,38 ; R$ 10,26 ; R$ 28,50 ; R$ 8,62 ; R$ 14,88 ; R$ 3,29 ; R$ 1,51 ; R$ 5,18 ; R$ 11,71 ; R$ 2,23 ; R$ 2,36 ; R$ 11,32 ; R$ 5,63 ; R$ 9,56 ; R$ 4,27 ; R$ 0,35 ; R$ 9,11 ; R$ 2,52 ; R$ 4,40 ; R$ 4,53 ; R$ 29,32 ; R$ 3,67 ; R$ 8,71 ;; R$ 3,50 ; R$ 18,31 ; R$ 6,18 ; R$ 10,56 ; R$ 2,44 ; R$ 3,54 ; R$ 7,34 ; R$ 1,35 ; R$ 4,84 ; R$ 6,07 ; R$ 2,99 ; R$ 16,31 ; R$ 3,84 ; R$ 1,24 ; R$ 4,11 ; R$ 11,17 ; R$ 4,84 ; R$ 6,96 ; R$ 16,71 ;; R$ 3,58 ; R$ 0,94 ; R$ 9,67 ; R$ 2,74 ; R$ 10,43 ; R$ 1,08 ; R$ 11,57 ; R$ 19,18 ; R$ 9,45 ; R$ 6,90 ; R$ 0,88 ; R$ 5,28 ; R$ 4,44 ; R$ 11,76 ; R$ 1,86 ; R$ 19,30 ; R$ 0,07 ; R$ 1,57 ; R$ 5,58 ; R$ 18,81 ; R$ 2,58 ; R$ 11,36 ;; R$ 5,53 ; R$ 7,83 ; R$ 1,79 ; R$ 33,11 ; R$ 41,42 ; R$ 5,06 ; R$ 0,25 ; R$ 1,62 ; R$ 1,63 ; R$ 4,36 ; R$ 9,00 ; R$ 6,74 ; R$ 2,11 ;; R$ 16,40 ; R$ 0,72 ;; R$ 12,87 ; R$ 1,17 ; R$ 6,24 ; R$ 3,55 ; R$ 2,20 ; R$ 5,59 ; R$ 2,89 ; R$ 8,87 ; R$ 0,92 ; R$ 3,44 ; R$ 22,62 ; R$ 3,88 ; R$ 6,16 ; R$ 21,82 ; R$ 2,20 ; R$ 5,76 ; R$ 2,92 ; R$ 9,54 ; R$ 6,72 ; R$ 1,14 ; R$ 4,02 ; R$ 14,43 ; R$ 25,77 ; R$ 1,44 ; R$ 1,48 ; R$ 1,36 ; R$ 9,13 ; R$ 31,35 ; R$ 1,44 ; R$ 1,77 ; R$ 5,18 ; R$ 23,14 ; R$ 10,76 ;
