Data,Ticker,MarketCap,P/VP,Price,Rf
6/1/1995,OIBR3,898.60,0.00,14.23,0.00
6/1/1995,OFSA3,0.00,0.00,0.00,0.00
6/1/1995,PCAR3,694.91,0.00,0.00,0.00
6/1/1995,PETR4,6287.29,0.46,0.35,0.00
6/1/1995,PRIO3,0.00,0.00,0.00,0.00
6/1/1995,PTBL3,0.00,0.00,0.74,0.00
6/1/1995,POSI3,0.00,0.00,0.00,0.00
6/1/1995,PFRM3,0.00,0.00,0.00,0.00
6/1/1995,QUAL3,0.00,0.00,0.00,0.00
6/1/1995,RADL3,0.00,0.00,0.00,0.00
6/1/1995,RAPT4,88.54,0.49,0.15,0.00
6/1/1995,RAIL3,0.00,0.00,0.00,0.00
6/1/1995,SBSP3,0.00,0.00,0.00,0.00
6/1/1995,SAPR4,0.00,0.00,0.00,0.00
6/1/1995,STBP3,0.00,0.00,0.00,0.00
6/1/1995,SMTO3,0.00,0.00,0.00,0.00
6/1/1995,SHUL4,29.23,0.00,0.08,0.00
6/1/1995,SEER3,0.00,0.00,0.00,0.00
6/1/1995,CSNA3,1496.87,0.00,0.08,0.00
6/1/1995,SQIA3,0.00,0.00,0.00,0.00
6/1/1995,SLCE3,0.00,0.00,0.00,0.00
6/1/1995,SGPS3,0.00,0.00,0.00,0.00
6/1/1995,TAEE11,0.00,0.00,0.00,0.00
6/1/1995,TASA4,21.65,0.21,0.25,0.00
6/1/1995,TECN3,0.00,0.00,0.00,0.00
6/1/1995,TCSA3,0.00,0.00,0.00,0.00
6/1/1995,TGMA3,0.00,0.00,0.00,0.00
6/1/1995,TELB4,0.00,0.00,0.00,0.00
6/1/1995,VIVT3,7219.75,0.00,1.15,0.00
6/1/1995,LAND3,0.00,0.00,0.00,0.00
6/1/1995,TIMS3,0.00,0.00,0.00,0.00
6/1/1995,SHOW3,0.00,0.00,0.00,0.00
6/1/1995,TOTS3,0.00,0.00,0.00,0.00
6/1/1995,TRPL4,0.00,0.00,0.00,0.00
6/1/1995,TRIS3,0.00,0.00,0.00,0.00
6/1/1995,TPIS3,0.00,0.00,0.00,0.00
6/1/1995,TUPY3,80.91,0.00,3.01,0.00
6/1/1995,UGPA3,0.00,0.00,0.00,0.00
6/1/1995,UCAS3,0.00,0.00,0.00,0.00
6/1/1995,UNIP6,140.23,0.00,0.20,0.00
6/1/1995,USIM5,1695.78,0.00,0.54,0.00
6/1/1995,VALE3,10489.75,1.14,0.66,0.00
6/1/1995,VLID3,0.00,0.00,0.00,0.00
6/1/1995,VIIA3,0.00,0.00,0.00,0.00
6/1/1995,VULC3,0.00,0.00,0.00,0.00
6/1/1995,WEGE3,297.55,1.42,0.03,0.00
6/1/1995,PORT3,0.00,0.00,0.00,0.00
6/1/1995,YDUQ3,0.00,0.00,0.00,0.00
6/1/1996,AESB3,0.00,0.00,0.00,0.00
6/1/1996,AALR3,0.00,0.00,0.00,0.00
6/1/1996,ALPA4,111.28,0.33,0.06,0.00
6/1/1996,ALUP11,0.00,0.00,0.00,0.00
6/1/1996,ABEV3,4191.07,3.43,0.18,0.00
6/1/1996,AMER3,0.00,0.00,0.00,0.00
6/1/1996,ANIM3,0.00,0.00,0.00,0.00
6/1/1996,ARZZ3,0.00,0.00,0.00,0.00
6/1/1996,AZEV4,3.65,0.16,0.32,0.00
6/1/1996,BLUT4,1.10,0.00,11306.45,0.00
6/1/1996,BRAP3,0.00,0.00,0.00,0.00
6/1/1996,BRAP4,0.00,0.00,0.00,0.00
6/1/1996,AGRO3,0.00,0.00,0.00,0.00
6/1/1996,BRKM5,716.31,0.00,1.35,0.00
6/1/1996,BRFS3,445.42,0.00,0.00,0.00
6/1/1996,CCRO3,0.00,0.00,0.00,0.00
6/1/1996,CLSC4,751.54,0.00,6.58,0.00
6/1/1996,CMIG4,4854.93,0.00,0.44,0.00
6/1/1996,CESP6,4023.38,0.00,0.00,0.00
6/1/1996,COCE5,382.31,0.81,0.31,0.00
6/1/1996,COGN3,0.00,0.00,0.00,0.00
6/1/1996,CGAS5,0.00,0.00,0.00,0.00
6/1/1996,CSMG3,0.00,0.00,0.00,0.00
6/1/1996,CPLE6,2657.09,0.00,0.00,0.00
6/1/1996,CSAN3,0.00,0.00,0.00,0.00
6/1/1996,CPFE3,0.00,0.00,0.00,0.00
6/1/1996,CRPG5,55.19,0.00,0.39,0.00
6/1/1996,CARD3,0.00,0.00,0.00,0.00
6/1/1996,CVCB3,0.00,0.00,0.00,0.00
6/1/1996,CYRE3,158.02,0.00,0.00,0.00
6/1/1996,DASA3,0.00,0.00,0.00,0.00
6/1/1996,DXCO3,0.00,0.00,0.00,0.00
6/1/1996,DEXP3,0.00,0.00,0.00,0.00
6/1/1996,PNVL3,58.34,0.93,0.17,0.00
6/1/1996,DIRR3,0.00,0.00,0.00,0.00
6/1/1996,ECOR3,0.00,0.00,0.00,0.00
6/1/1996,ELET3,20113.08,0.34,5.26,0.00
6/1/1996,EMBR3,433.24,4.28,0.94,0.00
6/1/1996,ENAT3,0.00,0.00,0.00,0.00
6/1/1996,ENBR3,0.00,0.00,0.00,0.00
6/1/1996,ENGI3,0.00,0.00,0.00,0.00
6/1/1996,ENEV3,0.00,0.00,0.00,0.00
6/1/1996,EGIE3,0.00,0.00,0.00,0.00
6/1/1996,EQTL3,0.00,0.00,0.00,0.00
6/1/1996,ETER3,188.18,0.72,0.23,0.00
6/1/1996,EUCA4,56.41,0.22,1.06,0.00
6/1/1996,EVEN3,0.00,0.00,0.00,0.00
6/1/1996,EZTC3,0.00,0.00,0.00,0.00
6/1/1996,FHER3,0.00,0.00,0.00,0.00
6/1/1996,FESA4,22.51,0.16,0.06,0.00
6/1/1996,FLRY3,0.00,0.00,0.00,0.00
6/1/1996,FRAS3,59.11,5.87,0.15,0.00
6/1/1996,GFSA3,0.00,0.00,0.00,0.00
6/1/1996,GGBR4,377.17,0.31,0.13,0.00
6/1/1996,GOAU4,143.46,0.32,0.14,0.00
6/1/1996,GRND3,0.00,0.00,0.00,0.00
6/1/1996,NTCO3,0.00,0.00,0.00,0.00
6/1/1996,GUAR3,246.62,0.76,0.27,0.00
6/1/1996,HBOR3,0.00,0.00,0.00,0.00
6/1/1996,HYPE3,0.00,0.00,0.00,0.00
6/1/1996,PARD3,0.00,0.00,0.00,0.00
6/1/1996,MEAL3,0.00,0.00,0.00,0.00
6/1/1996,ROMI3,41.61,0.00,0.11,0.00
6/1/1996,MYPK3,48.95,0.19,0.54,0.00
6/1/1996,RANI3,19.63,0.00,0.08,0.00
6/1/1996,JBSS3,0.00,0.00,0.00,0.00
6/1/1996,JHSF3,0.00,0.00,0.00,0.00
6/1/1996,KEPL3,0.00,0.00,0.00,0.00
6/1/1996,KLBN11,874.27,0.00,0.00,0.00
6/1/1996,LIGT3,3746.00,0.00,43.27,0.00
6/1/1996,RENT3,0.00,0.00,0.00,0.00
6/1/1996,LCAM3,0.00,0.00,0.00,0.00
6/1/1996,LOGN3,0.00,0.00,0.00,0.00
6/1/1996,AMAR3,0.00,0.00,0.00,0.00
6/1/1996,LREN3,180.22,3.03,0.20,0.00
6/1/1996,LUPA3,0.00,0.00,0.00,0.00
6/1/1996,MDIA3,0.00,0.00,0.00,0.00
6/1/1996,MGLU3,0.00,0.00,0.00,0.00
6/1/1996,POMO4,141.46,0.80,0.05,0.00
6/1/1996,MRFG3,0.00,0.00,0.00,0.00
6/1/1996,LEVE3,36.50,0.00,0.11,0.00
6/1/1996,MILS3,0.00,0.00,0.00,0.00
6/1/1996,BEEF3,0.00,0.00,0.00,0.00
6/1/1996,MOVI3,0.00,0.00,0.00,0.00
6/1/1996,MRVE3,0.00,0.00,0.00,0.00
6/1/1996,ODPV3,0.00,0.00,0.00,0.00
6/1/1996,OIBR3,1699.82,0.00,27.02,0.00
6/1/1996,OFSA3,0.00,0.00,0.00,0.00
6/1/1996,PCAR3,1285.59,0.00,4.77,0.00
6/1/1996,PETR4,15406.64,0.90,0.73,0.00
6/1/1996,PRIO3,0.00,0.00,0.00,0.00
6/1/1996,PTBL3,0.00,0.00,0.00,0.00
6/1/1996,POSI3,0.00,0.00,0.00,0.00
6/1/1996,PFRM3,0.00,0.00,0.00,0.00
6/1/1996,QUAL3,0.00,0.00,0.00,0.00
6/1/1996,RADL3,0.00,0.00,0.02,0.00
6/1/1996,RAPT4,76.53,0.43,0.13,0.00
6/1/1996,RAIL3,0.00,0.00,0.00,0.00
6/1/1996,SBSP3,2660.67,0.33,1.18,0.00
6/1/1996,SAPR4,0.00,0.00,0.00,0.00
6/1/1996,STBP3,0.00,0.00,0.00,0.00
6/1/1996,SMTO3,0.00,0.00,0.00,0.00
6/1/1996,SHUL4,17.95,0.00,0.05,0.00
6/1/1996,SEER3,0.00,0.00,0.00,0.00
6/1/1996,CSNA3,2138.02,0.50,0.13,0.00
6/1/1996,SQIA3,0.00,0.00,0.00,0.00
6/1/1996,SLCE3,0.00,0.00,0.00,0.00
6/1/1996,SGPS3,0.00,0.00,0.00,0.00
6/1/1996,TAEE11,0.00,0.00,0.00,0.00
6/1/1996,TASA4,39.54,0.21,0.25,0.00
6/1/1996,TECN3,0.00,0.00,0.00,0.00
6/1/1996,TCSA3,0.00,0.00,0.00,0.00
6/1/1996,TGMA3,0.00,0.00,0.00,0.00
6/1/1996,TELB4,0.00,0.00,0.00,0.00
6/1/1996,VIVT3,11947.73,1.29,1.84,0.00
6/1/1996,LAND3,0.00,0.00,0.00,0.00
6/1/1996,TIMS3,0.00,0.00,0.00,0.00
6/1/1996,SHOW3,0.00,0.00,0.00,0.00
6/1/1996,TOTS3,0.00,0.00,0.00,0.00
6/1/1996,TRPL4,0.00,0.00,0.00,0.00
6/1/1996,TRIS3,0.00,0.00,0.00,0.00
6/1/1996,TPIS3,0.00,0.00,0.00,0.00
6/1/1996,TUPY3,48.65,0.00,1.05,0.00
6/1/1996,UGPA3,0.00,0.00,0.00,0.00
6/1/1996,UCAS3,0.00,0.00,0.00,0.00
6/1/1996,UNIP6,98.07,0.00,0.14,0.00
6/1/1996,USIM5,2249.35,0.80,0.78,0.00
6/1/1996,VALE3,9288.84,0.99,0.58,0.00
6/1/1996,VLID3,0.00,0.00,0.00,0.00
6/1/1996,VIIA3,1016.98,2.56,1.47,0.00
6/1/1996,VULC3,10.53,0.00,0.00,0.00
6/1/1996,WEGE3,322.16,0.00,0.03,0.00
6/1/1996,PORT3,0.00,0.00,0.00,0.00
6/1/1996,YDUQ3,0.00,0.00,0.00,0.00
6/1/1997,AESB3,0.00,0.00,0.00,0.00
6/1/1997,AALR3,0.00,0.00,0.00,0.00
6/1/1997,ALPA4,80.69,0.27,0.04,0.00
6/1/1997,ALUP11,0.00,0.00,0.00,0.00
6/1/1997,ABEV3,5119.66,3.61,0.21,0.00
6/1/1997,AMER3,0.00,0.00,0.00,0.00
6/1/1997,ANIM3,0.00,0.00,0.00,0.00
6/1/1997,ARZZ3,0.00,0.00,0.00,0.00
6/1/1997,AZEV4,2.70,0.21,0.23,0.00
6/1/1997,BLUT4,1.76,0.00,4522.58,0.00
6/1/1997,BRAP3,0.00,0.00,0.00,0.00
6/1/1997,BRAP4,0.00,0.00,0.00,0.00
6/1/1997,AGRO3,0.00,0.00,0.00,0.00
6/1/1997,BRKM5,541.41,0.00,1.28,0.00
6/1/1997,BRFS3,401.72,1.24,1.23,0.00
6/1/1997,CCRO3,0.00,0.00,0.00,0.00
6/1/1997,CLSC4,920.12,0.00,9.55,0.00
6/1/1997,CMIG4,5903.16,0.00,0.63,0.00
6/1/1997,CESP6,5646.26,0.00,0.00,0.00
6/1/1997,COCE5,572.91,1.30,0.54,0.00
6/1/1997,COGN3,0.00,0.00,0.00,0.00
6/1/1997,CGAS5,868.67,2.13,1.16,0.00
6/1/1997,CSMG3,0.00,0.00,0.00,0.00
6/1/1997,CPLE6,3761.21,0.00,0.51,0.00
6/1/1997,CSAN3,0.00,0.00,0.00,0.00
6/1/1997,CPFE3,0.00,0.00,0.00,0.00
6/1/1997,CRPG5,37.93,0.00,0.42,0.00
6/1/1997,CARD3,0.00,0.00,0.00,0.00
6/1/1997,CVCB3,0.00,0.00,0.00,0.00
6/1/1997,CYRE3,172.29,0.00,0.00,0.00
6/1/1997,DASA3,0.00,0.00,0.00,0.00
6/1/1997,DXCO3,0.00,0.00,0.00,0.00
6/1/1997,DEXP3,0.00,0.00,0.00,0.00
6/1/1997,PNVL3,80.08,1.13,0.26,0.00
6/1/1997,DIRR3,0.00,0.00,0.00,0.00
6/1/1997,ECOR3,0.00,0.00,0.00,0.00
6/1/1997,ELET3,29958.88,0.48,8.00,0.00
6/1/1997,EMBR3,1551.51,6.68,2.22,0.00
6/1/1997,ENAT3,0.00,0.00,0.00,0.00
6/1/1997,ENBR3,0.00,0.00,0.00,0.00
6/1/1997,ENGI3,0.00,0.00,0.00,0.00
6/1/1997,ENEV3,0.00,0.00,0.00,0.00
6/1/1997,EGIE3,0.00,0.00,0.00,0.00
6/1/1997,EQTL3,0.00,0.00,0.00,0.00
6/1/1997,ETER3,215.29,0.72,0.27,0.00
6/1/1997,EUCA4,123.30,0.53,2.32,0.00
6/1/1997,EVEN3,0.00,0.00,0.00,0.00
6/1/1997,EZTC3,0.00,0.00,0.00,0.00
6/1/1997,FHER3,0.00,0.00,0.00,0.00
6/1/1997,FESA4,16.56,0.12,0.05,0.00
6/1/1997,FLRY3,0.00,0.00,0.00,0.00
6/1/1997,FRAS3,50.22,0.00,0.26,0.00
6/1/1997,GFSA3,0.00,0.00,0.00,0.00
6/1/1997,GGBR4,828.02,0.46,0.22,0.00
6/1/1997,GOAU4,323.77,0.42,0.22,0.00
6/1/1997,GRND3,0.00,0.00,0.00,0.00
6/1/1997,NTCO3,0.00,0.00,0.00,0.00
6/1/1997,GUAR3,0.00,0.00,0.28,0.00
6/1/1997,HBOR3,0.00,0.00,0.00,0.00
6/1/1997,HYPE3,0.00,0.00,0.00,0.00
6/1/1997,PARD3,0.00,0.00,0.00,0.00
6/1/1997,MEAL3,0.00,0.00,0.00,0.00
6/1/1997,ROMI3,77.19,0.00,0.28,0.00
6/1/1997,MYPK3,94.51,0.00,0.77,0.00
6/1/1997,RANI3,15.00,0.00,0.06,0.00
6/1/1997,JBSS3,0.00,0.00,0.00,0.00
6/1/1997,JHSF3,0.00,0.00,0.00,0.00
6/1/1997,KEPL3,0.00,0.00,0.00,0.00
6/1/1997,KLBN11,414.66,0.00,0.00,0.00
6/1/1997,LIGT3,4796.54,2.01,58.80,0.00
6/1/1997,RENT3,0.00,0.00,0.00,0.00
6/1/1997,LCAM3,0.00,0.00,0.00,0.00
6/1/1997,LOGN3,0.00,0.00,0.00,0.00
6/1/1997,AMAR3,0.00,0.00,0.00,0.00
6/1/1997,LREN3,122.59,1.57,0.14,0.00
6/1/1997,LUPA3,0.00,0.00,0.00,0.00
6/1/1997,MDIA3,0.00,0.00,0.00,0.00
6/1/1997,MGLU3,0.00,0.00,0.00,0.00
6/1/1997,POMO4,107.31,0.58,0.05,0.00
6/1/1997,MRFG3,0.00,0.00,0.00,0.00
6/1/1997,LEVE3,29.40,0.00,0.07,0.00
6/1/1997,MILS3,0.00,0.00,0.00,0.00
6/1/1997,BEEF3,0.00,0.00,0.00,0.00
6/1/1997,MOVI3,0.00,0.00,0.00,0.00
6/1/1997,MRVE3,0.00,0.00,0.00,0.00
6/1/1997,ODPV3,0.00,0.00,0.00,0.00
6/1/1997,OIBR3,1805.64,0.00,22.64,0.00
6/1/1997,OFSA3,0.00,0.00,0.00,0.00
6/1/1997,PCAR3,1593.57,0.00,0.00,0.00
6/1/1997,PETR4,23527.64,1.35,1.18,0.00
6/1/1997,PRIO3,0.00,0.00,0.00,0.00
6/1/1997,PTBL3,70.45,0.00,0.00,0.00
6/1/1997,POSI3,0.00,0.00,0.00,0.00
6/1/1997,PFRM3,0.00,0.00,0.00,0.00
6/1/1997,QUAL3,0.00,0.00,0.00,0.00
6/1/1997,RADL3,0.00,0.00,0.02,0.00
6/1/1997,RAPT4,54.02,0.29,0.09,0.00
6/1/1997,RAIL3,0.00,0.00,0.00,0.00
6/1/1997,SBSP3,7350.06,0.88,3.32,0.00
6/1/1997,SAPR4,0.00,0.00,0.00,0.00
6/1/1997,STBP3,0.00,0.00,0.00,0.00
6/1/1997,SMTO3,0.00,0.00,0.00,0.00
6/1/1997,SHUL4,10.14,0.00,0.03,0.00
6/1/1997,SEER3,0.00,0.00,0.00,0.00
6/1/1997,CSNA3,2246.11,0.51,0.15,0.00
6/1/1997,SQIA3,0.00,0.00,0.00,0.00
6/1/1997,SLCE3,0.00,0.00,0.00,0.00
6/1/1997,SGPS3,0.00,0.00,0.00,0.00
6/1/1997,TAEE11,0.00,0.00,0.00,0.00
6/1/1997,TASA4,20.78,0.20,0.29,0.00
6/1/1997,TECN3,0.00,0.00,0.00,0.00
6/1/1997,TCSA3,0.00,0.00,0.00,0.00
6/1/1997,TGMA3,0.00,0.00,0.00,0.00
6/1/1997,TELB4,0.00,0.00,0.00,0.00
6/1/1997,VIVT3,15748.49,1.30,2.08,0.00
6/1/1997,LAND3,0.00,0.00,0.00,0.00
6/1/1997,TIMS3,0.00,0.00,0.00,0.00
6/1/1997,SHOW3,0.00,0.00,0.00,0.00
6/1/1997,TOTS3,0.00,0.00,0.00,0.00
6/1/1997,TRPL4,0.00,0.00,0.00,0.00
6/1/1997,TRIS3,0.00,0.00,0.00,0.00
6/1/1997,TPIS3,0.00,0.00,0.00,0.00
6/1/1997,TUPY3,0.00,0.00,1.83,0.00
6/1/1997,UGPA3,0.00,0.00,0.00,0.00
6/1/1997,UCAS3,0.00,0.00,0.00,0.00
6/1/1997,UNIP6,52.62,0.00,0.07,0.00
6/1/1997,USIM5,1670.51,0.45,0.52,0.00
6/1/1997,VALE3,8125.01,0.84,0.47,0.00
6/1/1997,VLID3,0.00,0.00,0.00,0.00
6/1/1997,VIIA3,0.00,0.00,0.95,0.00
6/1/1997,VULC3,0.00,0.00,0.00,0.00
6/1/1997,WEGE3,431.68,1.49,0.04,0.00
6/1/1997,PORT3,0.00,0.00,0.00,0.00
6/1/1997,YDUQ3,0.00,0.00,0.00,0.00
6/1/1998,AESB3,0.00,0.00,0.00,0.00
6/1/1998,AALR3,0.00,0.00,0.00,0.00
6/1/1998,ALPA4,104.62,0.35,0.06,0.00
6/1/1998,ALUP11,0.00,0.00,0.00,0.00
6/1/1998,ABEV3,3636.73,2.55,0.16,0.00
6/1/1998,AMER3,0.00,0.00,0.00,0.00
6/1/1998,ANIM3,0.00,0.00,0.00,0.00
6/1/1998,ARZZ3,0.00,0.00,0.00,0.00
6/1/1998,AZEV4,2.70,0.56,0.23,0.00
6/1/1998,BLUT4,0.35,0.00,3618.06,0.00
6/1/1998,BRAP3,0.00,0.00,0.00,0.00
6/1/1998,BRAP4,0.00,0.00,0.00,0.00
6/1/1998,AGRO3,0.00,0.00,0.00,0.00
6/1/1998,BRKM5,218.35,0.00,0.62,0.00
6/1/1998,BRFS3,338.64,0.74,0.87,0.00
6/1/1998,CCRO3,0.00,0.00,0.00,0.00
6/1/1998,CLSC4,388.62,0.00,3.75,0.00
6/1/1998,CMIG4,3238.74,0.00,0.42,0.00
6/1/1998,CESP6,2091.51,0.00,0.00,0.00
6/1/1998,COCE5,563.27,1.05,0.44,0.00
6/1/1998,COGN3,0.00,0.00,0.00,0.00
6/1/1998,CGAS5,647.04,1.54,0.82,0.00
6/1/1998,CSMG3,0.00,0.00,0.00,0.00
6/1/1998,CPLE6,2121.00,0.00,0.30,0.00
6/1/1998,CSAN3,0.00,0.00,0.00,0.00
6/1/1998,CPFE3,0.00,0.00,0.00,0.00
6/1/1998,CRPG5,0.00,0.00,0.97,0.00
6/1/1998,CARD3,0.00,0.00,0.00,0.00
6/1/1998,CVCB3,0.00,0.00,0.00,0.00
6/1/1998,CYRE3,110.24,0.00,0.00,0.00
6/1/1998,DASA3,0.00,0.00,0.00,0.00
6/1/1998,DXCO3,0.00,0.00,0.00,0.00
6/1/1998,DEXP3,0.00,0.00,0.00,0.00
6/1/1998,PNVL3,29.91,0.40,0.11,0.00
6/1/1998,DIRR3,0.00,0.00,0.00,0.00
6/1/1998,ECOR3,0.00,0.00,0.00,0.00
6/1/1998,ELET3,11384.03,0.19,3.39,0.00
6/1/1998,EMBR3,615.17,1.21,0.51,0.00
6/1/1998,ENAT3,0.00,0.00,0.00,0.00
6/1/1998,ENBR3,0.00,0.00,0.00,0.00
6/1/1998,ENGI3,0.00,0.00,0.00,0.00
6/1/1998,ENEV3,0.00,0.00,0.00,0.00
6/1/1998,EGIE3,844.97,0.00,0.31,0.00
6/1/1998,EQTL3,0.00,0.00,0.00,0.00
6/1/1998,ETER3,156.81,0.49,0.29,0.00
6/1/1998,EUCA4,288.68,0.84,3.18,0.00
6/1/1998,EVEN3,0.00,0.00,0.00,0.00
6/1/1998,EZTC3,0.00,0.00,0.00,0.00
6/1/1998,FHER3,0.00,0.00,0.00,0.00
6/1/1998,FESA4,15.45,0.11,0.05,0.00
6/1/1998,FLRY3,0.00,0.00,0.00,0.00
6/1/1998,FRAS3,45.17,0.00,0.30,0.00
6/1/1998,GFSA3,0.00,0.00,0.00,0.00
6/1/1998,GGBR4,536.18,0.28,0.16,0.00
6/1/1998,GOAU4,201.13,0.23,0.16,0.00
6/1/1998,GRND3,0.00,0.00,0.00,0.00
6/1/1998,NTCO3,0.00,0.00,0.00,0.00
6/1/1998,GUAR3,146.72,0.37,0.17,0.00
6/1/1998,HBOR3,0.00,0.00,0.00,0.00
6/1/1998,HYPE3,0.00,0.00,0.00,0.00
6/1/1998,PARD3,0.00,0.00,0.00,0.00
6/1/1998,MEAL3,0.00,0.00,0.00,0.00
6/1/1998,ROMI3,38.53,0.00,0.20,0.00
6/1/1998,MYPK3,50.14,0.41,0.38,0.00
6/1/1998,RANI3,0.00,0.00,0.01,0.00
6/1/1998,JBSS3,0.00,0.00,0.00,0.00
6/1/1998,JHSF3,0.00,0.00,0.00,0.00
6/1/1998,KEPL3,0.00,0.00,0.00,0.00
6/1/1998,KLBN11,253.28,0.00,0.00,0.00
6/1/1998,LIGT3,1510.68,0.65,21.21,0.00
6/1/1998,RENT3,0.00,0.00,0.00,0.00
6/1/1998,LCAM3,0.00,0.00,0.00,0.00
6/1/1998,LOGN3,0.00,0.00,0.00,0.00
6/1/1998,AMAR3,0.00,0.00,0.00,0.00
6/1/1998,LREN3,94.99,1.28,0.13,0.00
6/1/1998,LUPA3,0.00,0.00,0.00,0.00
6/1/1998,MDIA3,0.00,0.00,0.00,0.00
6/1/1998,MGLU3,0.00,0.00,0.00,0.00
6/1/1998,POMO4,90.28,0.46,0.05,0.00
6/1/1998,MRFG3,0.00,0.00,0.00,0.00
